move_id,name_en,name_cn,type,category,power,accuracy,pp,effect
900,Volt Switch,伏特替换,Electric,2,70,100,20,"User must switch out after attacking. Z-Move effects When a Pokémon is holding Electrium Z and uses its Z-Power, Volt Switch turns into Gigavolt Havoc and has base power 140 ."
901,Volt Tackle,伏特攻击,Electric,1,120,100,15,"Volt Tackle deals damage and has a 10% chance of paralyzing the target, but the user receives 1 ⁄ 3 of the damage it inflicted in recoil. In other words, if the attack does 90 HP damage to the opponent, the user will lose 30 HP."
902,Wake-Up Slap,唤醒巴掌,Fighting,1,70,100,10,"Wake-Up Slap deals damage, and hits with double power (140) if the target is asleep. However, it also wakes up the target."
903,Water Gun,水枪,Water,2,40,100,25,Water Gun deals damage with no additional effect.
904,Water Pledge,水之誓约,Water,2,80,100,10,"Water Pledge deals damage at base power 80 . If a teammate uses Grass Pledge or Fire Pledge in the same turn, the moves combine into one attack of base power 160 and added effects appear. The faster Pokémon moves first but waits for the other Pokémon to make their move . When the slower Pledge user moves, the combo attack hits the Pokémon the slower user was targeting. If Water Pledge is used with Grass Pledge , the move animation shows Grass Pledge and a swamp envelops the foe's team that halves the opponents' speed for 4 turns. If Water Pledge is used with Fire Pledge , the move animation shows Water Pledge and a rainbow appears in the sky on your team's side that doubles the chance of moves' secondary effects occurring for 4 turns."
905,Water Pulse,水之波动,Water,2,60,100,20,Water Pulse deals damage and has a 20% chance of confusing the target. Pokémon with the ability Own Tempo or those behind a Substitute cannot be confused.
906,Water Shuriken,飞水手里剑,Water,2,15,100,20,"Water Shuriken attacks with increased priority. Hits Prob. Power 2 3 ⁄ 8 30 3 3 ⁄ 8 45 4 1 ⁄ 8 60 5 1 ⁄ 8 75 Water Shuriken hits 2-5 times per turn used. The probability of each interval is shown in the table, with the total power after each hit. Each strike of Water Shuriken is treated like a separate attack: Each strike can get a critical hit independently. If the Sturdy ability, Focus Sash , or Focus Band activates before the final hit, the subsequent hit will still deal damage and therefore cause the opponent to faint. If the first hit breaks a Substitute , the second hit will deal damage to the target Pokémon. The move Counter only counters the final hit, but Bide counters the complete damage. The Skill Link ability will cause Water Shuriken to always hit the maximum number of times. If Battle Bond is active, Water Shuriken always hits 3 times, each with 20 base power."
907,Water Sport,玩水,Water,3,—,—,15,Water Sport reduces the power of Fire -type moves by 50%. The effect applies to the entire field. Most Pokémon that learn Water Sport are part Water type and thus already resistant to Fire attacks.
908,Water Spout,喷水,Water,2,150,100,5,"Water Spout inflicts more damage when the user's HP is higher. At full HP its base power is 150 and it decreases in proportion - i.e. the power is: Water Spout is a counterpart move to Eruption . It is also similar to Crush Grip and Wring Out , based on the user rather than the opponent."
909,Waterfall,攀瀑,Water,1,80,100,15,Waterfall deals damage and has a 20% chance of causing the target to flinch (if the target has not yet moved). Pokémon with the ability Inner Focus or those behind a Substitute cannot be made to flinch.
910,Wave Crash,波动冲,Water,1,120,100,10,"Wave Crash deals damage, but the user receives 1 ⁄ 3 of the damage it inflicted in recoil. In other words, if the attack does 90 HP damage to the opponent, the user will lose 30 HP."
911,Weather Ball,气象球,Normal,2,50,100,10,"The power and type of Weather Ball changes with the weather. With no weather condition it is Normal and has a base power of 50. If a weather condition is in effect, its power doubles to 100 and the move becomes a different type: Bright sunlight: Fire type Heavy rain: Water type Sandstorm: Rock type Hailstorm: Ice type Fog: stays Normal type (but power still doubles) Weather Ball will receive STAB where appropriate - for example by Vanilluxe during a hailstorm, or Castform during sun, rain or hail since it transforms into the appropriate type. In sun and rain, the power of Weather Ball will gain an additional 50% power because Fire- and Water-type moves are boosted respectively in those conditions. (Other weather conditions don't receive any type boost.)"
912,Whirlpool,潮旋,Water,2,35,85,15,"Whirlpool inflicts damage on the first turn then traps the opponent in the vortex , causing them to lose 1 ⁄ 8 of their maximum HP after each turn, for 4-5 turns. If the user holds a Grip Claw , the after-effects last for 7 turns. If a Binding Band is held, the damage is 1 ⁄ 6 of the target's maximum HP. If the opponent is hidden underwater from using Dive , Whirlpool will hit with double power."
913,Whirlwind,吹飞,Normal,3,—,—,20,"In the wild, Whirlwind blows the target Pokémon away if they are of a lower level, and the battle ends. In trainer battles (including linked battles), Whirlwind forces the target to switch out of battle (regardless of level) and is replaced with another Pokémon in the trainer's team. Pokémon with the ability Suction Cups or those rooted by Ingrain are not affected by Whirlwind ."
914,Wicked Blow,暗冥强击,Dark,1,75,100,5,"Always results in a critical hit and ignores stat changes. Changes In Generation 8 , Wicked Blow has 80 base power."
915,Wicked Torque,黑暗暴冲,Dark,1,80,100,10,Wicked Torque deals damage and has a 10% chance of putting the target to sleep. Only the Revavroom used by Team Star has this move.
916,Wide Guard,广域防守,Rock,3,—,—,10,"Wide Guard protects the user's team from all multi-target moves (such as Surf or Rock Slide ), for the duration of the turn. It has priority +3 so will activate before most other moves. The accuracy of Wide Guard does not decrease if used consecutively after itself or Quick Guard . However, it does decrease the accuracy of Protect , Detect , Endure , Spiky Shield , King's Shield and Baneful Bunker by 1 ⁄ 3 each time it or Quick Guard is used."
917,Wild Charge,疯狂伏特,Electric,1,90,100,15,"Wild Charge deals damage, but the user receives 1 ⁄ 4 of the damage it inflicted in recoil. In other words, if the attack does 100 HP damage to the opponent, the user will lose 25 HP."
918,Wildbolt Storm,鸣雷风暴,Electric,2,100,80,10,"Wildbolt Storm deals damage and has a 20% chance of paralyzing the target. The move targets both opponents in a double battle (each with a 20% chance of paralysis). Electric type Pokémon, those with the ability Limber or those behind a Substitute cannot be paralyzed. If used during rain , Wildbolt Storm ignores accuracy."
919,Will-O-Wisp,磷火,Fire,3,—,85,15,"Will-O-Wisp causes the target to become burned, if it hits. Burned Pokémon lose 1 ⁄ 8 of their maximum HP each turn and their Attack is decreased by 50%. Fire type Pokémon, those with the ability Water Veil or those behind a Substitute cannot be burned."
920,Wing Attack,翅膀攻击,Flying,1,60,100,35,"Wing Attack deals damage with no additional effect, besides being able to hit non-adjacent Pokémon in triple battles."
921,Wish,祈愿,Normal,3,—,—,10,"The user recovers HP in the following turn. Z-Move effects When a Pokémon is holding Normalium Z and uses its Z-Power, Wish turns into Z-Wish and raises Special Defense one stage, in addition to its usual effect as above."
922,Withdraw,缩入壳中,Water,3,—,—,40,Withdraw raises the user's Defense by one stage. Stats can be raised to a maximum of +6 stages each.
923,Wonder Room,奇妙空间,Psychic,3,—,—,10,"Wonder Room switches the Defense and Special Defense of all Pokémon in battle, for 5 turns."
924,Wood Hammer,木槌,Grass,1,120,100,15,"Wood Hammer deals damage, but the user receives 1 ⁄ 3 of the damage it inflicted in recoil. In other words, if the attack does 90 HP damage to the opponent, the user will lose 30 HP."
925,Work Up,自我激励,Normal,3,—,—,30,Work Up raises the user's Attack and Special Attack by one stage each. Stats can be raised to a maximum of +6 stages each.
926,Worry Seed,烦恼种子,Grass,3,—,100,10,"Worry Seed changes the target's ability to Insomnia , which prevents the Pokémon from falling asleep. If the move is used on a sleeping Pokémon, it will wake up on its next turn. Worry Seed does not work on Pokémon with the ability Truant or Multitype ."
927,Wrap,紧束,Normal,1,15,90,20,"Wrap inflicts damage on the first turn then traps the opponent, causing them to lose 1 ⁄ 8 of their maximum HP after each turn, for 4-5 turns. If the user holds a Grip Claw , the after-effects last for 7 turns. If a Binding Band is held, the damage is 1 ⁄ 6 of the target's maximum HP."
928,Wring Out,绞紧,Normal,2,—,100,5,"Wring Out inflicts more damage when the opponent's HP is higher. At full HP its base power is 120 and it decreases in proportion - i.e. the power is: Wring Out is a Special-category counterpart move to Crush Grip . It is also similar to Water Spout and Eruption , based on the opponent rather than the user."
929,X-Scissor,十字剪,Bug,1,80,100,15,X-Scissor deals damage with no additional effect.
930,Yawn,哈欠,Normal,3,—,—,10,"Yawn makes the target drowsy on the turn it is used. If the target is still on the field at the end of the next turn, it falls asleep. Sleeping Pokémon cannot move (with some exceptions such as Snore ). Sleep lasts for 1-3 turns. Pokémon with the abilities Insomnia or Vital Spirit , or those behind a Substitute cannot be put to sleep."
931,Zap Cannon,电磁炮,Electric,2,120,50,5,"Zap Cannon deals damage and paralyzes the target, if it hits. Paralyzed Pokémon have a 25% chance of not being able to attack, and their Speed is decreased by 50% (75% in Generations 1-6 ). Electric type Pokémon, those with the ability Limber or those behind a Substitute cannot be paralyzed."
932,Zen Headbutt,意念头锤,Psychic,1,80,90,15,Zen Headbutt deals damage and has a 20% chance of causing the target to flinch (if the target has not yet moved). Pokémon with the ability Inner Focus or those behind a Substitute cannot be made to flinch.
933,Zing Zap,麻麻刺刺,Electric,1,80,100,10,"May cause flinching.							(30% chance) Z-Move effects When a Pokémon is holding Electrium Z and uses its Z-Power, Zing Zap turns into Gigavolt Havoc and has base power 160 ."
934,Zippy Zap,电电加速,Electric,1,50,100,15,"Zippy Zap deals damage with high priority and always results in a critical hit. Zippy Zap is a Pikachu-exclusive tutor move from Pokémon Let's Go, along with Splishy Splash and Floaty Fall ."
